Store,Dept,Date,Weekly_Sales,IsHoliday
13,12,2011-11-25,6020.3,True
4,59,2012-06-01,422.85,False
42,80,2012-09-28,11906.85,False
26,33,2010-11-26,6747.61,True
34,67,2011-05-20,7755.81,False
5,79,2010-07-23,4451.72,False
1,26,2011-05-27,6253.05,False
41,11,2012-01-27,12346.4,False
26,2,2010-08-06,32662.31,False
15,50,2012-07-27,2320.0,False
3,31,2012-01-13,720.35,False
23,50,2011-05-27,6865.25,False
32,30,2012-09-28,2134.58,False
7,40,2010-11-19,24455.92,False
24,31,2011-07-01,2125.31,False
33,40,2011-12-30,6206.98,True
45,3,2011-08-26,25657.65,False
15,41,2012-05-25,714.31,False
32,5,2011-05-06,12877.43,False
23,55,2011-04-29,11053.56,False
7,85,2011-05-13,1406.6,False
7,74,2011-04-01,7625.56,False
10,85,2011-09-30,2397.22,False
28,20,2011-05-13,5036.2,False
20,16,2010-11-19,5369.15,False
1,58,2010-02-12,4505.0,True
6,49,2012-10-26,12057.68,False
17,98,2011-08-26,56.87,False
12,87,2010-08-13,10045.72,False
3,49,2011-12-16,26.73,False
28,46,2011-04-29,21750.12,False
12,29,2012-06-22,5796.05,False
20,60,2012-03-09,801.0,False
4,48,2010-10-29,2318.0,False
8,23,2011-06-17,17459.88,False
32,85,2010-04-23,2605.05,False
8,59,2012-07-13,156.72,False
28,17,2012-01-20,7536.74,False
44,74,2010-04-02,344.62,False
14,55,2011-10-21,18107.12,False
10,17,2011-08-19,28385.8,False
12,95,2012-09-14,41895.35,False
3,27,2010-07-16,264.5,False
45,58,2012-04-06,1915.0,False
45,22,2011-10-07,10384.87,False
2,27,2010-07-16,1279.5,False
36,59,2011-01-28,28.85,False
42,12,2010-10-01,53.05,False
22,27,2012-02-24,2170.05,False
8,80,2012-07-20,8831.54,False
3,14,2012-06-29,5305.33,False
13,14,2011-02-11,26879.65,True
7,44,2012-01-06,3484.59,False
3,79,2012-05-25,7158.25,False
24,36,2010-08-06,587.0,False
34,65,2012-04-13,51824.93,False
23,29,2010-09-10,8867.42,True
23,34,2010-06-18,30367.1,False
22,58,2010-12-17,4110.0,False
5,41,2011-11-04,749.5,False
27,49,2011-03-25,13714.37,False
20,60,2010-09-10,396.0,True
6,31,2012-10-05,3013.14,False
30,28,2012-02-17,70.38,False
7,41,2011-04-22,1049.96,False
10,26,2011-07-29,13367.92,False
31,2,2012-10-19,59715.89,False
9,21,2012-07-27,2877.98,False
14,38,2010-12-03,118506.6,False
25,33,2011-12-16,4613.98,False
5,92,2011-12-16,10516.95,False
6,85,2011-06-03,2930.42,False
18,41,2011-11-11,598.0,False
11,44,2012-04-20,6191.17,False
40,45,2012-02-17,11.97,False
3,97,2011-04-01,151.35,False
6,44,2010-02-12,7161.91,True
26,34,2011-11-11,6698.83,False
32,33,2010-05-21,3484.28,False
19,58,2010-03-26,3298.0,False
34,98,2011-12-02,7159.3,False
37,16,2011-11-04,1671.32,False
18,42,2010-05-28,6298.55,False
44,93,2010-09-17,9726.47,False
16,46,2011-07-15,18638.43,False
8,94,2010-03-12,23530.42,False
40,40,2011-11-25,29524.67,True
17,28,2011-12-16,1777.55,False
14,93,2011-01-21,59075.47,False
36,18,2010-12-24,469.0,False
21,71,2011-09-16,4076.12,False
12,10,2011-06-24,23092.29,False
29,18,2011-12-02,23973.86,False
19,74,2010-07-30,22425.26,False
17,38,2011-10-07,69282.44,False
24,46,2011-04-15,14879.46,False
36,40,2012-07-06,9177.11,False
21,28,2011-04-29,548.64,False
33,46,2012-08-03,1915.3,False
25,90,2010-10-29,11576.68,False
12,11,2011-01-07,20612.46,False
39,25,2010-04-30,7006.75,False
33,20,2012-10-12,20.0,False
9,20,2010-07-30,2540.43,False
27,7,2012-08-03,30007.38,False
11,44,2011-05-20,4150.12,False
24,3,2012-02-24,8932.03,False
9,32,2012-07-06,4253.81,False
18,28,2011-04-08,1772.7,False
14,23,2012-10-05,29474.36,False
39,7,2010-05-07,29340.49,False
14,6,2011-11-04,5526.08,False
6,26,2011-09-30,7449.58,False
42,46,2012-10-26,6014.05,False
7,7,2011-03-11,9842.94,False
36,92,2011-10-14,43092.66,False
16,21,2010-04-23,2326.74,False
29,33,2012-07-20,3019.82,False
6,58,2010-12-10,2883.0,False
22,26,2010-10-22,9650.62,False
19,22,2011-03-18,12714.71,False
9,16,2012-08-31,7791.33,False
26,46,2012-03-09,9576.15,False
22,29,2011-09-16,6110.92,False
9,24,2011-04-29,2357.07,False
23,8,2011-01-14,31384.37,False
26,18,2012-04-27,-1.23,False
38,42,2011-06-10,85.66,False
45,98,2011-01-21,2.0,False
23,67,2010-02-26,10175.46,False
16,90,2011-10-21,9275.74,False
20,2,2012-08-31,83997.68,False
41,72,2010-10-15,37162.68,False
35,80,2010-08-20,2.9,False
10,29,2010-05-21,15271.47,False
15,56,2011-04-01,2103.44,False
41,9,2012-03-23,31101.12,False
40,31,2011-07-29,1333.58,False
29,83,2012-02-24,1155.7,False
39,96,2011-08-05,27492.62,False
3,13,2010-04-16,11293.2,False
4,10,2012-09-28,41847.16,False
23,98,2011-07-22,29.98,False
19,42,2011-07-29,6950.01,False
43,9,2010-04-16,133.05,False
45,28,2012-04-13,999.96,False
44,87,2010-08-06,494.8,False
14,5,2011-12-02,46070.66,False
2,46,2010-06-11,32154.36,False
4,36,2011-04-29,1912.0,False
34,3,2011-01-21,8269.91,False
13,20,2012-03-23,9328.55,False
32,38,2012-06-15,71495.9,False
15,11,2011-03-11,9191.91,False
13,38,2010-07-09,71641.75,False
2,38,2010-07-09,81926.84,False
6,7,2011-03-18,42558.87,False
10,3,2010-04-23,20693.13,False
20,80,2010-08-27,36792.26,False
42,98,2011-06-24,5975.11,False
15,10,2011-11-18,10297.6,False
1,90,2011-02-04,86958.66,False
41,17,2012-05-18,11504.2,False
9,56,2010-10-29,315.72,False
34,67,2010-02-05,6428.2,False
37,60,2011-03-11,906.4,False
45,4,2011-10-21,23363.39,False
23,93,2010-07-30,961.26,False
18,22,2010-07-02,17700.39,False
5,21,2010-12-17,1407.47,False
10,80,2010-12-03,153.98,False
39,56,2011-09-30,2338.04,False
42,13,2011-09-02,16545.76,False
22,71,2011-06-03,3714.93,False
25,7,2010-12-24,77637.14,False
22,3,2011-03-25,8140.66,False
44,92,2011-08-05,37981.09,False
10,54,2012-03-02,30.92,False
42,28,2010-10-29,60.5,False
44,72,2010-10-29,209.28,False
34,40,2011-11-18,40914.5,False
10,11,2010-12-03,51777.96,False
8,94,2011-09-30,23163.96,False
30,21,2011-04-22,1665.97,False
40,17,2012-07-06,6266.23,False
33,10,2012-04-06,52.17,False
13,72,2010-08-13,64352.08,False
13,1,2011-08-12,33909.31,False
10,36,2011-11-25,2283.61,True
32,22,2010-04-16,6968.38,False
21,1,2011-09-30,12920.92,False
41,25,2010-09-24,6389.59,False
9,1,2012-04-13,16226.29,False
1,46,2012-07-06,22048.67,False
36,8,2010-12-31,3362.24,True
43,10,2010-09-03,446.21,False
43,95,2011-05-13,77799.26,False
3,51,2010-04-09,13.88,False
4,93,2011-01-28,58161.84,False
34,27,2012-02-17,1085.53,False
23,32,2010-02-26,10643.94,False
45,30,2010-07-02,3688.14,False
10,26,2012-05-25,14417.64,False
25,14,2011-04-29,9788.61,False
40,14,2011-05-20,8255.87,False
8,90,2011-10-07,46627.42,False
26,46,2012-10-26,9999.77,False
19,28,2010-03-12,1146.52,False
18,24,2011-12-16,14209.74,False
23,14,2011-05-06,28705.68,False
38,83,2011-04-29,2019.0,False
3,42,2011-07-29,5021.85,False
34,48,2011-08-26,791.0,False
29,87,2012-04-13,7711.98,False
40,81,2012-06-22,21447.02,False
42,60,2011-07-08,343.2,False
8,74,2010-10-15,8041.05,False
36,1,2010-04-09,2375.91,False
3,4,2010-09-10,8274.25,True
5,23,2011-11-11,7569.91,False
29,20,2010-11-26,6146.93,True
3,79,2010-04-30,7094.97,False
16,30,2012-04-27,1318.6,False
13,97,2012-06-29,30069.75,False
4,67,2010-08-13,9207.9,False
4,5,2011-01-14,35733.27,False
10,49,2011-12-16,16714.68,False
11,32,2011-06-17,8417.05,False
37,11,2010-07-30,1461.87,False
3,41,2011-08-12,565.0,False
23,93,2011-05-13,2787.64,False
2,6,2012-04-27,3515.14,False
35,7,2011-12-16,93009.97,False
39,82,2011-01-28,15564.47,False
29,52,2011-04-22,1232.24,False
27,3,2011-09-30,12140.91,False
33,93,2010-10-22,25451.89,False
18,36,2012-06-29,5085.68,False
34,92,2010-12-03,60183.18,False
7,3,2012-05-11,5583.19,False
29,74,2012-04-06,9493.18,False
25,72,2010-12-10,54179.67,False
38,82,2010-06-11,4929.35,False
9,24,2010-07-23,1379.75,False
5,55,2010-12-31,5726.74,True
11,38,2012-05-04,71872.53,False
13,71,2011-04-22,7361.81,False
31,35,2011-09-02,1899.91,False
37,1,2011-04-22,15811.85,False
26,44,2012-08-24,4043.23,False
42,3,2011-03-25,619.47,False
10,97,2011-05-27,5136.37,False
3,11,2012-07-06,12459.03,False
34,25,2011-01-21,3874.99,False
10,94,2011-04-01,-1.98,False
41,98,2012-02-24,7913.13,False
39,72,2011-03-04,46355.75,False
11,7,2010-12-17,135592.19,False
28,54,2012-05-25,15.0,False
32,3,2012-03-09,12243.72,False
14,41,2011-10-21,3858.25,False
26,27,2012-09-28,1210.38,False
37,93,2011-12-30,18913.94,True
23,29,2010-05-14,10738.92,False
16,87,2011-10-07,11057.2,False
8,34,2011-12-16,7712.23,False
33,25,2010-04-23,108.0,False
27,26,2010-04-30,11710.16,False
19,24,2010-12-24,15088.07,False
24,33,2012-03-16,5271.19,False
4,56,2010-07-23,2438.08,False
30,11,2012-05-11,575.58,False
15,17,2011-03-18,11544.05,False
30,5,2010-07-02,365.34,False
23,51,2010-05-21,4.36,False
27,7,2011-11-04,31070.98,False
32,2,2011-05-27,49388.08,False
39,31,2012-05-25,1748.41,False
45,17,2012-06-08,10437.27,False
23,21,2011-11-04,10352.27,False
6,79,2010-05-14,22930.78,False
21,67,2011-09-23,3616.8,False
26,11,2010-12-24,19430.72,False
36,46,2010-09-10,2573.52,True
20,58,2012-10-12,6215.0,False
4,4,2010-04-09,49746.01,False
10,90,2010-08-27,13474.63,False
39,67,2012-04-27,11464.35,False
25,80,2012-09-07,549.81,True
17,90,2012-07-06,36473.15,False
8,6,2010-11-19,2948.2,False
10,3,2010-09-03,36950.39,False
22,92,2010-04-16,44092.59,False
1,7,2010-03-26,16254.21,False
30,92,2010-03-12,56827.95,False
5,20,2012-05-18,1128.48,False
11,13,2011-08-19,47559.32,False
27,46,2010-02-12,30978.04,True
45,90,2011-09-30,24693.47,False
13,55,2011-10-07,14424.32,False
41,16,2012-02-10,3847.74,True
29,27,2010-09-17,985.83,False
13,21,2011-06-10,9299.89,False
20,85,2010-02-12,3189.01,True
31,9,2011-03-25,14107.8,False
1,7,2010-06-25,28912.18,False
19,98,2012-03-16,11475.64,False
43,72,2010-04-02,39.92,False
26,34,2012-08-03,7228.96,False
2,95,2011-09-02,145434.71,False
8,92,2012-10-19,69405.09,False
15,52,2012-10-05,1453.96,False
25,72,2011-11-25,189532.67,True
37,79,2012-08-10,7643.31,False
31,29,2012-04-13,4407.03,False
11,31,2010-02-19,2748.5,False
39,23,2012-08-17,26283.25,False
13,31,2011-04-15,3203.44,False
13,25,2012-01-06,8825.49,False
8,80,2010-09-10,8096.79,True
43,60,2010-10-08,686.4,False
19,1,2012-01-20,13838.48,False
8,23,2011-04-08,13400.96,False
25,90,2010-04-09,10820.67,False
37,8,2012-01-20,17351.62,False
10,54,2011-04-01,57.0,False
25,44,2012-08-10,3564.28,False
17,81,2010-06-18,12028.4,False
29,20,2012-06-01,4691.08,False
45,8,2012-09-21,35212.42,False
12,16,2012-05-25,13914.64,False
20,49,2012-09-21,19815.64,False
36,96,2011-05-20,14860.63,False
22,25,2011-07-22,8606.26,False
15,16,2011-12-02,1679.74,False
26,92,2012-02-03,84867.54,False
1,29,2010-04-30,3793.75,False
15,36,2011-04-22,1123.5,False
34,32,2010-11-12,3851.57,False
34,24,2011-12-09,6183.46,False
1,71,2011-06-24,2338.69,False
9,21,2012-09-28,2958.98,False
25,83,2011-04-01,102.5,False
4,28,2010-07-02,608.85,False
45,1,2011-04-15,27964.64,False
21,58,2010-12-10,270.0,False
27,10,2012-04-13,35468.6,False
6,94,2012-05-11,44718.68,False
35,33,2010-10-08,12534.21,False
33,60,2010-08-20,79.2,False
38,4,2012-08-10,11914.54,False
18,54,2011-12-30,24.84,True
19,30,2010-12-31,3452.3,True
40,38,2012-07-20,38482.5,False
41,97,2012-01-13,19952.01,False
14,13,2012-03-23,58240.68,False
19,10,2010-02-26,26823.11,False
13,93,2012-08-31,51846.73,False
21,59,2011-03-25,202.55,False
33,16,2010-07-23,164.68,False
10,72,2012-03-09,131172.74,False
6,83,2010-07-09,5327.97,False
6,6,2012-10-19,5440.62,False
3,3,2010-10-29,3070.97,False
34,37,2011-04-08,1723.67,False
36,97,2011-03-04,6635.75,False
8,28,2012-08-17,139.17,False
23,56,2012-03-02,2630.88,False
31,79,2011-05-20,33821.59,False
19,42,2011-07-01,6870.08,False
7,54,2012-04-06,38.76,False
31,4,2012-06-29,36125.56,False
1,17,2011-05-27,6937.06,False
16,81,2010-04-09,2379.23,False
18,29,2011-12-30,11041.15,True
16,31,2010-09-24,683.98,False
35,41,2010-11-12,1910.17,False
27,85,2012-03-02,3091.35,False
8,6,2010-08-20,4288.5,False
12,44,2011-02-04,5833.3,False
24,42,2011-07-15,6535.39,False
5,56,2010-04-23,2214.73,False
4,56,2012-01-27,988.73,False
6,60,2012-07-13,342.0,False
1,94,2012-09-21,61873.33,False
41,1,2012-06-15,19652.56,False
39,96,2010-04-30,25081.8,False
36,5,2010-12-24,1261.64,False
23,2,2012-10-12,72490.07,False
18,60,2012-05-18,198.0,False
39,18,2010-04-30,24.5,False
4,56,2010-04-16,21115.72,False
11,13,2010-11-26,39582.98,True
15,27,2011-09-23,1438.01,False
32,36,2010-05-28,3218.0,False
19,49,2012-08-03,3711.82,False
10,60,2011-11-04,501.6,False
8,82,2012-04-20,12923.87,False
38,9,2010-12-24,13.26,False
26,26,2010-03-19,3510.98,False
10,48,2012-07-27,3284.0,False
41,82,2011-10-14,19241.97,False
29,56,2011-09-16,1319.16,False
45,22,2010-12-24,26119.7,False
21,83,2011-03-11,198.7,False
12,16,2010-11-05,3180.75,False
5,38,2011-07-08,51867.88,False
9,72,2010-07-02,26524.19,False
28,3,2010-07-30,13799.19,False
23,80,2012-05-18,1452.34,False
29,19,2011-06-03,10.0,False
30,2,2011-04-22,13504.47,False
35,46,2010-10-22,12015.84,False
44,74,2012-06-08,368.91,False
13,3,2011-11-04,15933.28,False
3,4,2012-06-08,10076.05,False
23,28,2012-04-06,968.44,False
43,98,2010-10-22,12088.32,False
6,97,2012-02-10,20563.01,True
10,5,2012-07-27,31065.97,False
23,17,2010-06-11,31375.44,False
39,72,2012-09-14,52149.41,False
28,12,2011-03-18,4183.78,False
32,14,2012-07-27,15435.65,False
8,30,2010-10-08,1762.8,False
31,31,2010-07-16,1512.8,False
12,38,2011-06-03,45720.85,False
1,83,2010-06-18,5523.24,False
8,36,2010-02-05,185.5,False
22,4,2011-02-04,32444.8,False
2,95,2011-11-04,131575.1,False
20,97,2012-01-20,25455.14,False
21,20,2011-10-14,4156.39,False
12,10,2011-12-23,16242.09,False
17,74,2012-04-13,14687.89,False
27,58,2012-03-23,475.0,False
17,60,2012-04-20,351.0,False
37,92,2010-12-31,51005.11,True
16,90,2010-09-17,4897.21,False
27,81,2012-10-05,26686.34,False
38,79,2012-06-01,10393.1,False
10,17,2011-04-29,25027.43,False
5,35,2011-05-13,1644.0,False
43,97,2010-04-16,19947.34,False
17,22,2010-02-12,7259.16,True
14,58,2010-10-08,7020.0,False
3,33,2010-12-10,4834.24,False
27,25,2010-10-08,14409.44,False
22,22,2010-04-02,11815.51,False
10,60,2010-02-05,563.2,False
7,17,2010-02-26,7066.76,False
32,24,2010-08-20,6421.01,False
45,93,2011-10-07,2071.44,False
29,87,2010-10-29,8812.04,False
41,14,2011-01-14,12430.19,False
7,18,2010-12-24,21876.24,False
37,25,2012-10-05,65.45,False
32,80,2011-06-17,15780.58,False
28,46,2010-05-07,20507.12,False
6,22,2010-12-17,32083.72,False
7,48,2011-03-04,524.0,False
24,67,2011-06-24,17718.72,False
4,90,2011-08-19,99456.38,False
40,23,2011-02-11,12517.99,True
28,79,2012-01-06,43927.63,False
25,81,2012-05-04,9814.67,False
41,8,2012-06-29,34442.61,False
6,23,2011-01-14,26852.33,False
6,60,2012-03-09,360.0,False
21,35,2011-02-04,2031.91,False
17,23,2012-05-04,11048.37,False
11,38,2011-08-05,65167.86,False
22,87,2011-03-25,12863.48,False
36,3,2010-06-25,313.09,False
45,60,2012-10-26,117.0,False
19,31,2010-11-26,3505.53,True
34,1,2012-08-03,16716.66,False
41,93,2011-03-25,31254.59,False
43,52,2010-10-15,41.25,False
39,10,2010-10-15,12044.49,False
14,27,2011-07-29,1707.44,False
38,1,2012-09-14,7520.73,False
26,55,2012-03-09,7497.28,False
14,23,2012-04-06,35496.84,False
18,50,2010-05-28,242.0,False
10,54,2012-06-01,58.0,False
18,42,2012-06-15,7677.98,False
34,20,2012-07-27,2534.72,False
14,90,2010-03-19,108796.15,False
26,26,2011-02-18,3428.23,False
22,67,2010-04-30,12439.26,False
20,67,2010-05-07,33514.62,False
30,95,2012-08-24,43976.24,False
35,98,2012-08-17,13.08,False
13,44,2011-12-16,17966.64,False
27,52,2012-08-03,2431.68,False
32,32,2011-05-06,6258.52,False
20,54,2012-03-16,39.0,False
34,33,2010-09-17,2408.48,False
38,25,2012-03-02,41.78,False
3,33,2012-05-11,2595.97,False
44,42,2011-06-03,86.4,False
28,92,2011-09-02,125699.86,False
14,46,2012-08-17,28302.97,False
14,49,2010-09-24,10329.06,False
30,52,2011-08-12,16.33,False
12,91,2011-01-14,5302.0,False
20,54,2011-07-22,199.92,False
44,82,2011-10-21,4106.29,False
23,59,2011-10-28,774.42,False
30,7,2012-09-14,188.02,False
43,97,2010-05-07,20651.77,False
33,96,2012-01-20,8823.22,False
4,98,2012-05-18,17299.57,False
31,24,2011-04-01,3103.98,False
6,44,2011-10-07,9310.21,False
33,8,2010-05-28,3140.32,False
4,94,2011-04-15,68714.85,False
24,82,2010-05-07,15432.78,False
20,97,2012-07-06,33731.0,False
29,80,2011-02-04,87.8,False
17,23,2010-10-15,14342.71,False
39,30,2010-03-12,2923.0,False
28,3,2011-11-18,8636.32,False
22,8,2011-02-11,37411.34,True
4,81,2012-07-06,36465.28,False
27,28,2011-08-12,417.77,False
44,2,2011-11-04,9548.97,False
6,29,2012-05-18,6037.62,False
23,83,2012-08-10,544.08,False
26,79,2010-07-09,14136.91,False
45,34,2012-01-20,10040.74,False
18,26,2012-09-21,13145.78,False
20,92,2010-12-31,114348.68,True
26,22,2012-01-20,3559.15,False
6,3,2011-02-11,13901.47,True
19,41,2011-04-15,1937.46,False
26,24,2010-08-13,3636.66,False
35,21,2011-10-07,3523.91,False
28,5,2010-10-29,22937.09,False
45,44,2010-05-21,2455.14,False
10,34,2012-01-27,35414.54,False
21,72,2011-06-24,39618.06,False
36,25,2010-05-28,121.75,False
18,14,2010-05-21,22582.04,False
34,19,2010-04-09,16.0,False
9,56,2012-08-03,305.93,False
45,25,2011-09-23,9186.49,False
6,95,2011-01-28,73348.31,False
42,13,2011-10-07,17602.6,False
38,42,2010-07-23,80.41,False
27,3,2011-08-05,36631.36,False
18,20,2010-09-17,9081.73,False
8,41,2010-04-02,418.0,False
10,29,2011-07-29,16363.44,False
32,6,2012-02-10,2979.12,True
3,41,2011-02-25,432.0,False
34,9,2010-02-12,9686.03,True
29,2,2010-03-12,23692.91,False
18,49,2011-03-25,12064.45,False
42,74,2012-04-20,263.37,False
23,31,2010-10-01,4421.24,False
33,20,2011-10-28,47.24,False
21,29,2010-08-20,6913.79,False
32,26,2011-02-04,4804.43,False
16,7,2010-09-10,10383.73,True
1,80,2010-06-25,13454.31,False
36,83,2011-08-26,2651.05,False
5,74,2011-03-04,2683.51,False
10,55,2010-11-12,41527.59,False
39,79,2011-07-15,38924.78,False
8,90,2010-06-18,35511.19,False
35,90,2012-01-20,12499.06,False
43,97,2011-08-19,19090.24,False
38,74,2010-03-05,327.83,False
11,81,2011-08-19,13068.52,False
11,55,2012-07-20,7859.06,False
30,10,2011-08-05,168.59,False
39,72,2010-07-30,47450.5,False
32,46,2011-10-28,24721.42,False
11,34,2010-06-04,27613.59,False
32,23,2012-08-24,21915.13,False
22,35,2012-07-27,3713.64,False
42,82,2010-03-26,5450.71,False
1,72,2010-05-07,39104.1,False
38,2,2010-06-04,10565.97,False
17,22,2011-10-28,5319.49,False
45,95,2011-10-21,51719.98,False
9,42,2010-04-09,3151.17,False
42,3,2011-11-25,463.56,True
26,46,2010-04-09,9847.07,False
37,17,2012-02-17,371.57,False
14,22,2010-09-24,17270.7,False
6,90,2010-02-12,54455.19,True
7,34,2010-05-28,3902.65,False
29,32,2010-07-23,3766.69,False
11,6,2011-04-29,5324.55,False
6,82,2011-12-02,25468.65,False
2,94,2011-10-21,65152.25,False
11,90,2012-04-27,45115.04,False
31,28,2010-08-13,417.6,False
10,28,2010-08-13,720.99,False
38,94,2011-02-18,21854.95,False
41,42,2012-03-16,6398.96,False
20,83,2012-08-31,4370.51,False
7,93,2012-03-09,1835.63,False
19,46,2012-03-23,20478.58,False
9,44,2012-03-09,3177.48,False
7,97,2012-02-03,6014.2,False
24,44,2010-12-17,8275.2,False
13,81,2011-11-11,32067.74,False
10,40,2011-02-25,106634.52,False
13,22,2010-09-17,14467.19,False
39,16,2010-03-26,35129.02,False
12,46,2012-07-27,34447.77,False
27,5,2011-07-22,17002.54,False
15,56,2010-08-27,2004.68,False
7,13,2011-12-23,17661.3,False
28,67,2010-08-13,4111.47,False
6,87,2011-02-25,41174.72,False
23,81,2010-09-17,8615.77,False
3,18,2012-02-03,1354.09,False
3,46,2011-12-09,9836.08,False
29,90,2010-05-21,10020.01,False
7,52,2011-11-18,972.3,False
25,42,2010-08-20,4783.38,False
20,41,2011-06-03,2330.75,False
9,22,2010-04-09,3422.82,False
28,72,2011-02-25,82037.22,False
38,46,2012-02-24,5678.68,False
18,36,2011-01-07,1285.0,False
4,3,2010-02-19,15062.54,False
11,79,2011-07-01,31266.48,False
38,82,2012-08-10,5384.6,False
25,29,2011-07-15,3226.21,False
38,23,2010-12-17,7.47,False
38,92,2010-07-16,37117.82,False
45,98,2011-09-09,1092.66,True
44,33,2012-05-04,6.47,False
13,12,2012-04-06,9302.79,False
29,34,2011-05-06,13171.65,False
24,8,2011-05-13,44799.61,False
12,59,2011-04-29,528.67,False
34,51,2011-05-06,14.0,False
28,96,2010-11-12,22573.68,False
34,36,2010-03-19,521.0,False
43,4,2012-09-21,17643.66,False
5,9,2011-04-01,7869.52,False
26,31,2010-04-09,1297.0,False
36,97,2012-07-27,4769.33,False
29,80,2011-01-07,65.78,False
40,35,2012-01-27,1131.02,False
39,58,2011-07-15,2205.0,False
6,5,2010-04-09,30773.93,False
37,79,2012-05-11,8439.3,False
21,6,2011-05-20,3347.03,False
14,27,2012-02-24,2639.33,False
10,91,2010-07-30,12895.64,False
16,49,2011-09-23,80.19,False
1,18,2011-12-02,47731.67,False
34,7,2011-06-10,21300.73,False
40,92,2012-01-27,88104.36,False
36,96,2012-01-13,11472.79,False
8,35,2011-10-07,2028.5,False
28,9,2011-01-14,13631.52,False
31,24,2011-04-15,3341.22,False
8,31,2012-07-27,1673.33,False
6,21,2010-04-02,13123.41,False
11,44,2011-11-25,8235.28,True
18,12,2012-08-10,2996.3,False
37,9,2010-09-17,237.5,False
39,44,2011-05-27,3194.99,False
35,85,2010-05-28,3423.93,False
24,44,2010-02-05,4760.81,False
29,93,2012-04-06,1463.18,False
11,59,2012-08-17,331.25,False
32,16,2011-08-12,17536.59,False
21,33,2012-06-29,6302.68,False
3,30,2010-05-07,1678.88,False
45,87,2011-12-02,5582.56,False
40,42,2010-08-27,5378.68,False
35,92,2012-06-29,34048.46,False
25,2,2012-10-19,37016.24,False
16,28,2010-05-28,356.16,False
6,82,2010-12-31,21091.35,True
10,24,2011-04-01,12280.84,False
40,80,2011-06-03,18525.48,False
27,98,2011-01-28,9801.73,False
27,8,2011-12-30,37440.23,True
8,58,2010-08-13,5752.0,False
45,83,2010-10-01,681.1,False
7,31,2012-05-25,656.38,False
25,90,2012-05-04,11528.07,False
41,33,2010-11-26,13855.16,True
19,58,2011-05-06,1810.0,False
18,42,2010-03-05,6992.33,False
2,27,2011-09-23,1410.72,False
10,54,2011-08-12,153.44,False
26,25,2011-05-13,7717.96,False
9,52,2010-03-19,1420.94,False
10,38,2012-04-13,114451.05,False
19,37,2012-05-11,2608.84,False
39,38,2010-11-12,32117.52,False
20,90,2010-07-16,93316.38,False
44,28,2012-10-26,64.41,False
17,71,2011-09-09,7717.02,True
22,11,2012-06-15,13907.93,False
5,17,2012-04-13,1881.67,False
18,30,2011-07-22,7819.9,False
20,22,2011-11-25,30115.45,True
10,59,2012-08-03,324.72,False
14,14,2011-09-23,23827.22,False
39,7,2010-08-13,28256.42,False
35,2,2011-03-11,39565.61,False
23,97,2010-04-02,4160.55,False
2,17,2012-02-24,18727.27,False
8,87,2010-05-28,14710.35,False
36,60,2010-07-02,281.6,False
45,7,2011-01-07,10860.71,False
10,11,2012-08-03,32368.13,False
42,87,2010-12-10,834.78,False
17,17,2011-08-12,9079.06,False
41,45,2012-05-11,35.82,False
43,81,2010-12-03,18472.05,False
41,27,2011-07-15,899.77,False
36,12,2011-07-15,24.31,False
4,31,2012-10-19,2700.66,False
41,34,2012-08-03,11825.97,False
20,55,2010-12-03,43259.99,False
44,11,2011-03-25,654.71,False
44,95,2010-10-08,28178.0,False
6,72,2010-06-04,83719.72,False
29,29,2012-02-03,4630.84,False
19,28,2010-04-16,1077.46,False
7,11,2012-06-15,14929.14,False
25,59,2010-04-23,1006.9,False
15,85,2010-11-05,3170.03,False
25,41,2011-12-16,9134.75,False
28,96,2011-06-17,24916.8,False
10,21,2010-09-17,9371.83,False
25,59,2012-07-27,155.25,False
22,14,2012-02-10,18581.39,True
31,40,2011-05-20,59484.26,False
23,10,2010-10-01,25247.65,False
4,97,2012-08-10,42838.03,False
35,27,2012-07-20,1068.67,False
20,26,2010-11-12,12866.63,False
41,19,2012-04-06,1592.48,False
25,20,2012-05-18,3614.41,False
12,33,2011-07-29,7340.4,False
38,96,2010-11-05,11534.58,False
24,82,2011-06-24,20487.44,False
8,16,2011-09-02,12795.58,False
5,30,2012-03-02,1034.14,False
16,90,2011-12-30,11504.25,True
8,83,2010-03-05,3441.39,False
25,29,2012-03-30,3002.58,False
15,55,2012-04-13,6799.96,False
12,24,2012-07-06,9561.27,False
45,90,2012-08-03,22648.51,False
11,21,2011-09-16,6837.44,False
16,23,2011-04-29,6515.64,False
44,92,2011-08-26,40763.32,False
14,36,2010-04-09,3591.5,False
15,11,2011-08-26,11925.81,False
29,40,2011-05-20,28629.13,False
45,11,2011-02-04,10810.59,False
20,31,2012-05-04,3151.81,False
39,26,2011-11-18,10271.44,False
16,74,2011-12-23,9568.44,False
18,67,2012-06-22,9939.42,False
15,13,2011-12-30,14038.39,True
23,59,2011-09-02,760.13,False
26,5,2010-12-17,51072.0,False
12,6,2011-01-14,4814.13,False
28,82,2010-09-03,20540.08,False
21,93,2011-05-20,762.56,False
24,22,2010-11-12,10915.31,False
38,81,2011-10-21,9979.78,False
2,82,2012-04-06,22501.66,False
15,41,2012-03-23,712.5,False
22,90,2010-10-22,18994.29,False
4,42,2012-08-10,10001.89,False
